text	label
Aides said Clinton planned to spend most of Thursday in his hotel room several miles ( km ) from the convention hall working on his speech .	[('PER', 2, 2)]
"It was apparently neglected on his long "" whistle-stop "" train trip to the convention , during which he revelled in contact with friendly crowds across the country 's heartland ."	[]
He was also hoarse and was giving his voice a rest .	[]
"But first lady Hillary Rodham Clinton told ABC television , "" He 's really fired up . """	[('ORG', 7, 7), ('PER', 3, 5)]
""" He wants to outline to the American people what he thinks has been accomplished in the last four years , and what he would like to see done in the next four years , "" she said ."	[('MISC', 7, 7)]
""" He 's very excited about this convention ..."	[]
He 's excited about the campaign .	[]
"But more than that , he 's very resolute about what he wants to do . """	[]
""" I do n't take anything for granted ."	[]
I always expect elections to get close .	[]
"I expect to have a great deal of up and down days between now and then , "" she said of the November 5 election date ."	[]
Clinton is leading Dole by as much as 15 points according to some polls .	[('PER', 0, 0), ('PER', 3, 3)]
The campaign pits Dole , a man of quick and withering wit and long-time public service , but stilted speaking style , against the glib and confident Clinton , who has perfected a style that makes direct eye contact with his audience .	[('PER', 3, 3), ('PER', 27, 27)]
Montana weekly muni bond indices - Piper Jaffray .	[('ORG', 6, 7), ('LOC', 0, 0)]
NEW YORK 1996-08-29	[('LOC', 0, 1)]
The following Montana tax-exempt municipal bond indices were compiled by Piper Jaffray Inc for the week ending August 30 .	[('ORG', 10, 12), ('LOC', 2, 2)]
Previous	[]
8/30 Week Change	[]
-------------------------	[]
Year A-rated Gen'l Obligation 4.45 % 4.40 % +0.05	[]
10 Year A-rated Gen'l Obligation 4.90 % 4.90 % -----	[]
15 Year A-rated Gen'l Obligation 5.40 % 5.35 % +0.05	[]
20 Year A-rated Gen'l Obligation 5.55 % 5.50 % +0.05	[]
30 Year A-rated Housing Rev 6.05 % 6.00 % +0.05	[]
-- U.S. Municipal Desk , 212-859-1650	[('ORG', 1, 3)]
Researchers report progress in muscular dystrophy .	[]
PHILADELPHIA 1996-08-29	[('LOC', 0, 0)]
University of Pennsylvania researchers on Thursday said a new gene-therapy technique for treating muscular dystrophy disease had shown progress in laboratory animals .	[('ORG', 0, 2)]
"Word of the findings , to be published in the Oct. 1 issue of the journal "" Human Gene Therapy , "" came in advance of the annual Jerry Lewis Labour Day weekend telethon to raise money for muscular dystrophy research ."	[('ORG', 17, 19), ('MISC', 28, 31)]
Several hurdles must be overcome before the method is used in human trials .	[]
"Nevertheless , "" a treatment based on the new strategy .... may have the potential to benefit many patients , "" the University of Pennsylvania Medical Centre said in a release ."	[('ORG', 22, 24)]
Muscular dystrophy is a fatal illness in which the body 's muscle tissue degenerates and is replaced by fat .	[]
Death strikes in early adulthood .	[]
Individuals with the disease have a non-working version of a gene responsible for producing a crucial muscle protein called dystrophin .	[]
In the study at the University 's Institute for Human Gene Therapy , researchers altered a common-cold virus to carry a version of the working dystrophin gene .	[('ORG', 7, 11)]
The virus , which also was altered to minimise its susceptibility to the immune system , was then injected into the muscle cells of mice bred to lack dystrophin genes .	[]
In the experiment , between 30 to 40 percent of the muscle fibers in one group of mice produced dystrophin for two weeks before diminishing .	[]
Similar results had been obtained previously in test-tube cell cultures , but not in live animals , the university said .	[]
The university said methods are still needed to make enough of the altered virus to treat humans , to further decrease the immune-system response to the virus , and to deliver the virus to human muscle tissue .	[]
Export Business - Grain / oilseeds complex .	[]
CHICAGO 1996-08-29	[('LOC', 0, 0)]
Grain and oilseed exports reported by USDA and private export sources .	[('ORG', 6, 6)]
WHEAT SALES - Taiwan Flour Mills Assn bought 98,000 tonnes of U.S. No.1 or No.2 wheat from Cargill , Mitsui , Continental and Louis Dreyfus Corp for shipment from the Pacific Northwest .	[('ORG', 3, 6), ('ORG', 17, 17), ('ORG', 19, 19), ('ORG', 21, 21), ('ORG', 23, 25), ('LOC', 11, 11), ('LOC', 30, 31)]
For Sept 10-30 : 16,300 tonnes of dark northern spring ( DNS ) at $ 212.00 ; 7,000 of hard red winter ( HRW ) at $ 205.10 ; 2,700 of western white ( WW ) at $ 202.65 .	[]
For Sept 20 - Oct 10 : 19,500 of DNS at $ 212.25 , 10,000 of HRW at $ 204.74 , 4,500 of WW at $ 199.71 .	[]
For Sept 25 - Oct 20 : 23,500 of DNS at $ 212.25 , 9,600 HRW at $ 204.74 , 4,900 WW at $ 199.56 .	[]
WHEAT SALES - The Commodity Credit Corp of USDA bought 18,278 tonnes of dark northern spring ( DNS ) wheat from Cargill Inc at $ 195.79 per tonne , FOB , for donation to Nicaragua .	[('ORG', 4, 8), ('ORG', 21, 22), ('LOC', 34, 34)]
Shipment is for Nov 15 - Dec 10 .	[]
WHEAT / BARLEY SALE - The Japanese Food Agency said it bought 20,000 tonnes of U.S. dark northern spring wheat , 20,000 of Canadian western red spring wheat , 20,000 of Australian standard white wheat and 20,000 of Australian feed barley at its weekly tender , all for October shipment .	[('ORG', 6, 8), ('LOC', 15, 15), ('MISC', 23, 23), ('MISC', 31, 31), ('MISC', 38, 38)]
SOYBEAN SALES - The Taichung division of Taiwan 's Breakfast Soybean Procurement Assn bought 108,000 tonnes of U.S. soybeans .	[('ORG', 4, 5), ('ORG', 9, 12), ('LOC', 7, 7), ('LOC', 17, 17)]
Bunge sold the first shipment and Cargill the second , traders said .	[('ORG', 0, 0), ('ORG', 6, 6)]
For Nov 11-25 from the U.S. Gulf or Nov 26 - Dec 10 from PNW it paid $ 0.8584 per bushel over CBOT January soybeans and for Dec 6-20 or Dec 21 - Jan it paid $ .8787 over CBOT January .	[('ORG', 14, 14), ('LOC', 5, 6)]
- Pakistan bought 31,412 tonnes of PL-480 No.2 yellow soybeans from Cargill Inc for $ 303.19 per tonne , FOB U.S. Gulf , agents for the buyer said .	[('ORG', 11, 12), ('LOC', 1, 1), ('LOC', 20, 21)]
The soybeans were for Oct 15-30 shipment .	[]
BARLEY TENDER - The Cyprus Grain Commission said it invited offers September 3 to supply 25,000 tonnes of feed barley , with shipment for Sept 25 - Oct 10 from Europe or Sept 15-30 from North America .	[('ORG', 4, 6), ('LOC', 30, 30), ('LOC', 35, 36)]
MARKET TALK - Sri Lanka plans to import up to 400,000 tonnes of rice by the end of this year to meet a crop shortfall caused by drought and rising demand , government officials said on Thursday .	[('LOC', 3, 4)]
MARKET TALK - USDA net change in weekly export commitments for the week ended August 22 , includes old crop and new crop , were : wheat up 595,400 tonnes old , nil new ; corn up 1,900 old , up 319,600 new ; soybeans down 12,300 old , up 300,800 new ; upland cotton up 50,400 bales new , nil old ; soymeal 54,800 old , up 100,600 new , soyoil nil old , up 75,000 new ; barley up 1,700 old , nil new ; sorghum 6,200 old , up 156,700 new ; pima cotton up 4,000 bales old , nil new ; rice up 49,900 old , nil new ...	[('ORG', 3, 3)]
USDA Thursday forecast U.S. agricultural exports in fiscal year 1997 would decline to $ 58 billion , down $ 2 billion from the record $ 60 billion seen for fiscal 1996 .	[('ORG', 0, 0), ('LOC', 3, 3)]
Oilseed exports are expected to rise by $ 800 million and livestock , poultry and fruits and vegetables are seen gaining more than $ 1 billion .	[]
USDA pegged U.S. wheat exports at 25.0 million tonnes in fiscal 1997 versus 32.0 million tonnes the prior year ...	[('ORG', 0, 0), ('LOC', 2, 2)]
The European Union agreed on Thursday to increase by 300,000 tonnes the quota of German intervention barley available for export , France ONIC said .	[('ORG', 1, 2), ('ORG', 22, 22), ('LOC', 21, 21), ('MISC', 14, 14)]
The EU 's grain panel will add two tranches of 150,000 tonnes each to the existing allocation , it said .	[('ORG', 1, 1)]
-- Chicago newsdesk 312-408-8720--	[('LOC', 1, 1)]
USDA gross cutout hide and offal value .	[('ORG', 0, 0)]
DES MOINES 1996-08-29	[('LOC', 0, 1)]
The hide and offal value from a typical slaughter steer for Thursday was estimated at $ 9.76 per cwt live , up $ 0.03 when compared with Wednesday 's value .	[]
- USDA	[('ORG', 1, 1)]
Help-wanted ad index fell in July .	[]
NEW YORK 1996-08-29	[('LOC', 0, 1)]
The help-wanted advertising index fell in July , the Conference Board said Thursday , reflecting the uneven nature of the nation 's labour markets .	[('ORG', 9, 10)]
The monthly index fell to 83.0 in July against a reading of 85.0 in June , the private business research group said .	[]
In July , the volume of help-wanted advertising fell in five of the nine U.S. regions .	[('LOC', 14, 14)]
""" The labour market has been expanding throughout 1996 , but in a very uneven pattern , "" Conference Board economist Ken Goldstein said . """	[('ORG', 18, 19), ('PER', 21, 22)]
"Recent want-ad figures indicate that conservative hiring plans are keeping job growth below the rate of overall economic activity . """	[]
With 2.5 percent gross domestic product growth expected for 1996 , new job growth should slowly lower the unemployment rate over the rest of the year .	[]
""" With the unemployment rate staying close to about 5.5 percent over the last two years , there is a good chance the rate will slowly drop to about 5.0 percent by the end of the year , "" Goldstein said ."	[('PER', 39, 39)]
The July index matched the reading for July , 1995 .	[]
The greatest declines in the volume of help-wanted advertising were in the New England , Mountain and West South Central regions .	[('LOC', 12, 13), ('LOC', 15, 15), ('LOC', 17, 19)]
The greatest increase was in the East North Central region .	[('LOC', 6, 8)]
Police seek suspects in Atlantic City jewel heist .	[('LOC', 4, 5)]
ATLANTIC CITY , N.J. 1996-08-29	[('LOC', 0, 1), ('LOC', 3, 3)]
Atlantic City police said Thursday they were seeking two men and two women in connection with a $ 690,000 theft of jewelry and cash from a guest of the Showboat Hotel and Casino .	[('LOC', 0, 1)]
Capt .	[]
"Richard Andrews said police were seeking a man shown on a hotel videotape carrying a suitcase resembling the victim 's . """	[('PER', 0, 1)]
"We want to talk to him , "" Andrews said of the man ."	[('PER', 8, 8)]
A second man and two women also were being sought .	[]
The thefts occurred Sunday when the victim , New York jewelry wholesaler Jerry Schein , left three suitcases in a closet at Somerset Jewellers in the hotel while he checked out .	[('ORG', 22, 23), ('PER', 12, 13), ('LOC', 8, 9)]
While he was gone , two women in their mid-twenties and an older man entered the jewelry store and tried to distract store owner Charles McGilley .	[('PER', 24, 25)]
When Schein returned two of the suitcases were missing .	[('PER', 1, 1)]
They contained $ 650,000 in jewelry and $ 40,000 in cash , Andrews said .	[('PER', 12, 12)]
He said the man on the videotape did not match the description given by the jewelry store owner .	[]
O.J. Simpson hints at more supporting evidence .	[('PER', 0, 1)]
Jackie Frank	[('PER', 0, 1)]
WASHINGTON 1996-08-29	[('LOC', 0, 0)]
O.J. Simpson said on Thursday he was financially broken by his defence against murder charges but he was hopeful new evidence to support him would be available for a civil trial next month .	[('PER', 0, 1)]
The former football star was found not guilty by a criminal trial jury last October of the murders of his former wife , Nicole Brown Simpson , and her friend , Ronald Goldman , in June 1994 .	[('PER', 23, 25), ('PER', 31, 32)]
He now faces a civil suit brought by families of the victims who hold him responsible for the deaths .	[]
He told reporters a court order not to talk about his case kept him from detailing how he has fulfilled his pledge to find the killers .	[]
"But he added without elaborating , "" hopefully we will see some things come out in this next trial . """	[]
The judge in the civil trial has imposed a sweeping gag order that prohibits lawyers , witnesses and parties to the case from discussing it with the media or elsewhere in public .	[]
""" I would love to speak about everything , "" said Simpson , who vowed after his acquittal to find the killers and offered a substantial reward ."	[('PER', 11, 11)]
His lawyers have said his defence in the civil trial that starts Sept .	[]
17 will be that he did not kill the victims .	[]
Simpson said at the hotel news conference his plans include eventually writing another book .	[('PER', 0, 0)]
He added that he has had job offers but more have come from abroad than at home .	[]
""" I 'm broke ."	[]
I am not crying the blues .	[]
"I can get along just fine , "" he said . """	[]
"Whatever you want to send me , I need . """	[]
He again accused the news media of erroneous reporting on his case but did not signal any plans for lawsuits as he did on Wednesday in an address at a jam-packed Washington church .	[('LOC', 31, 31)]
Contrary to news reports , Simpson said , he has received support from both blacks and whites .	[('PER', 5, 5)]
He again dismissed charges that he had distanced himself from the black community during his successful football and commercial career , only to seek their support after he faced murder charges .	[]
A crowd of 2,000 paid $ 10 a head to hear the former star running back for the Buffalo Bills professional football club and a Football Hall of Fame member on Wednesday night .	[('ORG', 18, 19), ('MISC', 25, 28)]
The crowd in the church was wildly supportive , showering Simpson with gifts and praise .	[('PER', 10, 10)]
But outside , dozens of protesters from the D.C. Coalition Against Domestic Violence called for the church to support victims of violence instead .	[('ORG', 8, 12)]
Clinton adviser Morris announces resignation .	[('PER', 0, 0), ('PER', 2, 2)]
CHICAGO 1996-08-29	[('LOC', 0, 0)]
President Bill Clinton 's top political strategist Dick Morris resigned on Thursday , saying he did not want to become an issue in Clinton 's re-election campaign .	[('PER', 1, 2), ('PER', 7, 8), ('PER', 23, 23)]
In a written statement , distributed by the Clinton campaign , Morris avoided comment on published allegations that he had engaged in a year-long affair with a $ 200-an-hour prostitute .	[('PER', 8, 8), ('PER', 11, 11)]
"The statement from Morris said that he had submitted his resignation on Wednesday night . """	[('PER', 3, 3)]
While I served I sought to avoid the limelight because I did not want to become the message .	[]
"Now , I resign so I will not become the issue , "" he said ."	[]
The announcement followed a report in the weekly supermarket tabloid Star magazine , reprinted in Thursday 's editions of the New York Post , that the married adviser had hired a 37-year-old prostitute on a weekly basis while visiting Washington to advise Clinton on his re-election campaign .	[('ORG', 10, 11), ('ORG', 20, 22), ('PER', 42, 42), ('LOC', 39, 39)]
""" I will not subject my wife , family or friends to the sadistic , vitriol of yellow journalism ."	[]
I will not dignify such journalism with a reply or an answer .	[]
"I never will , "" his statement said ."	[]
It was distributed to reporters at the press centre of Clinton 's Democratic convention headquarters just hours before the president was to address the delegates accepting the party 's nomination for a second four-year term in the White House .	[('PER', 10, 10), ('LOC', 37, 38), ('MISC', 12, 12)]
U.S. surgeon investigated for discarding foot .	[('LOC', 0, 0)]
CHARLESTON , S.C. 1996-08-29	[('LOC', 0, 0), ('LOC', 2, 2)]
Health officials said on Thursday they were investigating the discovery of an amputated foot on a beach near Charleston to determine whether a local surgeon had improperly disposed of infectious waste .	[('LOC', 18, 18)]
The foot , which washed up on Sullivan 's Island beach this month , was amputated three years ago from a child whose legs were deformed .	[('LOC', 7, 9)]
The foot had to be removed so the infant could be fitted with a prosthesis .	[]
An orthopedic surgeon was given permission by the child 's parents and the hospital to keep the foot for research and educational purposes .	[]
Health officials said the surgeon told authorities he stored the foot in his freezer at home , but the freezer recently broke down and the contents spoiled .	[]
The surgeon , who apologised for the incident , said he decided to put the foot in a crab trap to remove the flesh .	[]
The foot later washed up on the beach .	[]
Florida cop disguised as shrub nabs bad guys .	[('LOC', 0, 0)]
MIAMI 1996-08-29	[('LOC', 0, 0)]
It was a bush that bagged the bad guys .	[]
When four would-be robbers , armed and masked , showed up to rob a Checker 's restaurant in the Fort Lauderdale suburb of Pembroke Pines on Tuesday , they had no idea the shrub near the drive-through window was toting a shotgun .	[('ORG', 14, 15), ('LOC', 19, 20), ('LOC', 23, 24)]
"Detective Earl Feugill , camouflaged as a shaggy green bush , ordered them to freeze . """	[('PER', 1, 2)]
"They were quite surprised , "" he told the Miami Herald ."	[('ORG', 9, 10)]
Feugill said he made the hot , heavy suit , which he first used in the Marines , by attaching strips of burlap to a camouflage outfit .	[('ORG', 16, 16), ('PER', 0, 0)]
Green and black face paint completed his disguise .	[('PER', 0, 0)]
He was staking out the restaurant after a series of robberies at local fast-food places .	[]
Pembroke Pines police said five people were arrested as a result of the 90-minute stakeout , including the four robbers and a restaurant employee who was allegedly prepared to let them in a back door .	[('LOC', 0, 1)]
U.S. DLA sets tin price at $ 2.7975 per lb .	[('ORG', 0, 1)]
WASHINGTON 1996-08-29	[('LOC', 0, 0)]
The U.S. Defense Logistics Agency set Thursday 's offering price for stockpile tin at $ 2.7975 per lb , versus $ 2.7775 per lb yesterday .	[('ORG', 1, 4)]
Key Clinton aide resigns , NBC says .	[('ORG', 5, 5), ('PER', 1, 1)]
CHICAGO 1996-08-29	[('LOC', 0, 0)]
Dick Morris , the Republican political consultant who reshaped U.S. President Bill Clinton 's reelection campaign , has resigned , MS-NBC News reported Thursday .	[('PER', 0, 1), ('PER', 11, 12), ('LOC', 9, 9), ('MISC', 4, 4), ('MISC', 20, 21)]
Morris drew the ire of liberal Clinton aides for repositioning the president in the political centre .	[('PER', 0, 0), ('PER', 6, 6)]
There was no immediate comment on the report from the White House .	[('LOC', 10, 11)]
U.S. corn gluten meal steady-higher , feed flat .	[('LOC', 0, 0)]
CHICAGO 1996-08-29	[('LOC', 0, 0)]
U.S. corn gluten feed prices were flat while meal values were steady to firmer on Thursday .	[('LOC', 0, 0)]
Dealers noted a seasonal pickup in meal demand .	[]
--	[]
CHICAGO AREA MILLS ( dollars per short ton )	[('MISC', 0, 2)]
Gluten feed 21 pct bulk Spot - 117.00 unc	[]
Gluten feed pellets Spot - unq	[]
Gluten meal 60 pct bulk rail Spot - 320.00 up 5	[]
DECATUR , IL / CLINTON AND CEDAR RAPIDS , IA	[('ORG', 0, 0), ('ORG', 4, 7), ('LOC', 2, 2), ('LOC', 9, 9)]
Gluten feed 18 pct pellets Spot - 117.00 unc	[]
Gluten meal 60 pct bulk Spot - 310.00 unc	[]
( Chicago newsdesk 312-408-8720 )	[('LOC', 1, 1)]
EU barley sale worth $ 145 / T , for Saudi - sources .	[('ORG', 0, 0), ('MISC', 10, 10)]
PARIS 1996-08-29	[('LOC', 0, 0)]
A European Union sale of 234,324 tonnes of German intervention barley is worth some $ 145 per tonne fob Germany and is mostly destined for Saudi Arabia , European grain sources said on Thursday .	[('ORG', 1, 2), ('LOC', 19, 19), ('LOC', 25, 26), ('MISC', 8, 8), ('MISC', 28, 28)]
The EU 's cereals management committee sold 234,324 tonnes of German intervention barley at a minimum price of 105.07 Ecus per tonne .	[('ORG', 1, 1), ('MISC', 10, 10), ('MISC', 19, 19)]
Saudi Arabia provisionally bought 800,000 tonnes of optional-origin barley at an August 21 tender at prices between $ 160 and $ 162 including cost , insurance and freight , traders said last week .	[('LOC', 0, 1)]
But European grain traders and officials said the Saudis might reduce the purchase to 600,000 tonnes .	[('MISC', 1, 1), ('MISC', 8, 8)]
Traders have said a substantial part of the deal was likely to come from the European Union , which enjoys a supply and freight advantage over other producers .	[('ORG', 15, 16)]
But subtracting freight costs , the equivalent fob price of the deal is around $ 142 , well below the $ 149 per tonne floor price which the EU put on its barley as news of the deal emerged last week .	[('ORG', 28, 28)]
Last Thursday the EU sold 34,277 tonnes of German intervention barley at a minimum price of 109.36 Ecus per tonne , which was seen as worth $ 149 per tonne fob .	[('ORG', 3, 3), ('MISC', 8, 8), ('MISC', 17, 17)]
-- Paris newsroom +331 4221 5432	[('LOC', 1, 1)]
French shipyard workers march against job cuts .	[('MISC', 0, 0)]
RENNES 1996-08-29	[('ORG', 0, 0)]
About 3,500 naval shipyard workers marched in the centre of the northern port town of Cherbourg on Thursday to protest against defence restructuring , a union official said .	[('LOC', 15, 15)]
The local police headquarters did not give a figure but said 1,800 workers at the Cherbourg yeard had stopped work .	[('LOC', 15, 15)]
A cutback plan could slim their numbers to 1,700 from 4,200 .	[]
Several hundred workers also marched in the western town of Indre where 500 or 1,600 jobs are at risk .	[('LOC', 10, 10)]
PRESS DIGEST - Pakistan - August 29 .	[('LOC', 3, 3)]
Following are some of the main stories in Thursday 's Pakistani newspapers :	[('MISC', 10, 10)]
DAWN	[('ORG', 0, 0)]
- The government has decided to transfer the entire distribution network of electricity to foreign managements to curtail losses of billions of rupees .	[]
- The government has suffered a loss of 11 billion rupees due to tax holidays at industrial estates in Hub and Gadoon .	[('LOC', 19, 19), ('LOC', 21, 21)]
- High Court officials have unearthed police-run human cages at Tando Allahyar near Hyderabad .	[('LOC', 10, 11), ('LOC', 13, 13)]
Some 27 people were rescued from the private jail set up by the police .	[]
- Opposition leader Nawaz Sharif renewed a pledge to oust the Pakistan People 's Party government headed by Prime Minister Benazir Bhutto .	[('ORG', 11, 14), ('PER', 3, 4), ('PER', 20, 21)]
BUSINESS RECORDER	[('ORG', 0, 1)]
- Gas prices may go up by five percent to increase the rate of return of Sui Southern Gas and Sui Northern Gas companies .	[('ORG', 16, 18), ('ORG', 20, 22)]
- Japan is importing 80 percent of cotton yarn from Pakistan every year .	[('LOC', 1, 1), ('LOC', 10, 10)]
- The government has blamed sugar technologists for not supporting a long-term programme of research and development to increase production of sugarcane .	[]
FINANCIAL POST	[('ORG', 0, 1)]
- Armed robbers pillaged 70 barrels of crude oil from a well near Gujar Khan on Wednesday .	[('LOC', 13, 14)]
- Pakistan will pay an additional bill of $ 244 million as private power projects with capacity of 3,225 megawatt go on-line by 1998/99 .	[('LOC', 1, 1)]
THE NATION	[('ORG', 0, 1)]
- The government is facing extreme difficulties in meeting its revenue collections targets for 1996/97 .	[]
- Mohib Textile Mills has defaulted to nearly 23 development finance institutions , foreign and local banks , leasing companies and modarabas ( Islamic mutual funds ) .	[('ORG', 1, 3), ('MISC', 23, 23)]
- Investment Minister Asif Ali Zardari expressed keenness for a close working relationship with Japanese companies so that investment from Japan can multiply.q	[('PER', 3, 5), ('LOC', 20, 20), ('MISC', 14, 14)]
- Karachi Stock Exchange index falls by 7.84 points .	[('ORG', 1, 3)]
THE NEWS	[('ORG', 0, 1)]
- The prime minister 's special economic assistant Shahid Hasan Khan said privatisation of thermal power plants , power generation from private plants and management contracts of Area Electricity Boards would help achieve 6.5 percent GDP growth .	[('PER', 8, 10), ('MISC', 27, 29)]
- Pakistan 's Muslim Commercial Bank , Vital Information System , and Duff and Phelps of the U.S. are likely to announce a strategic alliance with Bangladesh 's only credit rating company -- Credit Rating and Information Systems Ltd -- next month .	[('ORG', 3, 5), ('ORG', 7, 9), ('ORG', 12, 14), ('ORG', 33, 38), ('LOC', 1, 1), ('LOC', 17, 17), ('LOC', 26, 26)]
- The Sindh High Court issued an ad-interim order restraining the Privatisation Commission from handing over Javedan Cement to Dadabhoy Investment ( pvt ) Ltd until it can consider a legal challenge mounted by unions to the deal .	[('ORG', 2, 4), ('ORG', 11, 12), ('ORG', 16, 17), ('ORG', 19, 24)]
THE MUSLIM	[('ORG', 0, 1)]
- Pakistan and Iran have agreed to expand and strengthen political , trade and economic relations .	[('LOC', 1, 1), ('LOC', 3, 3)]
-- Islamabad newsroom 9251-274757	[('LOC', 1, 1)]
Salang tunnel reopened linking Kabul with north .	[('LOC', 0, 0), ('LOC', 4, 4)]
SALANG TUNNEL , Afghanistan 1996-08-29	[('LOC', 0, 0), ('LOC', 3, 3)]
The Salang tunnel linking Kabul with northern Afghanistan was formally reopened to traffic on Thursday under an agreement between the government and an opposition militia , witnesses said .	[('LOC', 1, 1), ('LOC', 4, 4), ('LOC', 7, 7)]
They said dozens of trucks began moving through the tunnel from both directions after the road reopened .	[]
The Salang tunnel , the main supply route for Soviet troops when they were occupying Afghanistan in the 1980s , had been closed since 1994 when northern militia leader General Abdul Rashid Dostum rebelled against the Kabul government .	[('PER', 30, 32), ('LOC', 1, 1), ('LOC', 15, 15), ('LOC', 36, 36), ('MISC', 9, 9)]
Witnesses said wrecked tanks and vehicles littered both sides of the heavily-mined road .	[]
Mines had been removed from the road itself , but experts of the Halo Trust mine clearance agency said it would take a week to clear the roadsides .	[('LOC', 13, 14)]
Afghan Deputy Prime Minister Qotbuddin Hilal officiated at the reopening ceremony , which was delayed by several hours while the two sides argued about a mutual release of prisoners .	[('PER', 4, 5), ('MISC', 0, 0)]
Two Indians to die for killing 23 bus passengers .	[('MISC', 1, 1)]
NEW DELHI 1996-08-29	[('LOC', 0, 1)]
India 's Supreme Court on Thursday sentenced two men to death after finding them guilty of killing 23 bus passengers , including children .	[('ORG', 2, 3), ('LOC', 0, 0)]
It said the two , after robbing the passengers , burnt them alive by sprinkling the bus with petrol and setting it on fire in the southern state of Andhra Pradesh in 1993 .	[('LOC', 29, 30)]
""" We have no doubt that this is one of the rarest of the rare cases , not merely due to the number of innocent human beings roasted alive by the appellants , but the inhuman manner in which they plotted the scheme and executed it , "" Justice K.T. Thomas said in the verdict by a panel of three judges ."	[('PER', 48, 50)]
Elephant tramples woman to death in Nepal .	[('LOC', 6, 6)]
KATHMANDU 1996-08-29	[('LOC', 0, 0)]
A rampaging elephant dragged a sleeping 72-year-old woman from her bed and trampled her to death in the third such killing in two months , Nepal police said on Thursday .	[('LOC', 25, 25)]
The elephant crashed into Hari Maya Poudels house in Madhumalla village earlier this week while she was asleep , they said .	[('PER', 4, 6), ('LOC', 9, 9)]
The beast dragged the woman 30 feet ( nine metres ) away from her bed and trampled her to death , a police official told Reuters in the Himalayan kingdoms capital Kathmandu .	[('ORG', 25, 25), ('LOC', 31, 31), ('MISC', 28, 28)]
In the past two months elephants have killed three people in remote areas of east and central Nepal .	[('LOC', 17, 17)]
Elephants are protected under Nepali law , which provides for jail sentences of up to 15 years for convicted elephant killers .	[('MISC', 4, 4)]
Sri Lankan rebels overrun police post , kill 24 .	[('MISC', 0, 1)]
COLOMBO 1996-08-29	[('LOC', 0, 0)]
Tamil Tiger rebels overran an isolated police post in Sri Lanka 's northeast early on Thursday killing 24 policemen , defence officials said .	[('ORG', 0, 1), ('LOC', 9, 10)]
A large group of Liberation Tigers of Tamil Eelam ( LTTE ) rebels stormed the Kudapokuna police post , just north of Welikanda , 200 km ( 125 miles ) from Colombo , before dawn , they said .	[('ORG', 4, 8), ('ORG', 10, 10), ('LOC', 15, 15), ('LOC', 22, 22), ('LOC', 31, 31)]
""" The entire post was overrun , "" said a defence official ."	[]
It was not immediately clear if there were any casualties among the rebels , who are fighting for independence for minority Tamils in the Indian Ocean island 's north and east .	[('LOC', 24, 25), ('MISC', 21, 21)]
It is the second time in three days that the rebels attacked police .	[]
Suspected Tamil Tigers on Tuesday hurled hand grenades at a police vehicle in a crowded market in the army-controlled northern town of Vavuniya , killing at least two policemen .	[('ORG', 2, 2), ('LOC', 22, 22), ('MISC', 1, 1)]
More than a dozen people , including several police who were working undercover , were wounded in the attack .	[]
Vavuniya is just south of the northern mainland area controlled by the LTTE .	[('ORG', 12, 12), ('LOC', 0, 0)]
The government says more than 50,000 people have died in the ethnic war , now in its 14th year .	[]
Vicorp Restaurants names Sabourin CFO .	[('ORG', 0, 1), ('LOC', 3, 3)]
DENVER 1996-08-29	[('PER', 0, 0)]
Vicorp Restaurants Inc said it has named Richard Sabourin as executive vice president and chief financial officer .	[('ORG', 0, 2), ('PER', 7, 8)]
The company said Sabourin is the former president and chief executive at Bestop Inc of Boulder , Colo .	[('ORG', 12, 13), ('PER', 3, 3), ('LOC', 15, 15), ('LOC', 17, 18)]
It said Craig Held has also joined the company as executive vice president and chief marketing officer .	[('PER', 2, 3)]
-- New York Newsdesk 212 859 1610	[('ORG', 1, 3)]
SoCal Edison sees 2 power lines back today .	[('ORG', 0, 1)]
NEW YORK 1996-08-29	[('LOC', 0, 1)]
Southern California Edison Co said it expected two 220 kilovolt ( KV ) power lines in southern California to resume service later today after being shut late Wednesday because of a wildfire raging north of Los Angeles .	[('ORG', 0, 3), ('LOC', 17, 17), ('LOC', 35, 36)]
""" They are expected to be placed in service later today , "" said company spokesman Steve Conroy , adding repair crews have been removing smoke and other fire-related residues , which had settled on the two lines ."	[('PER', 16, 17)]
The shutdown of the 220 KV lines reduced by 500 megawatts ( MW ) the amount of power which the area received from SoCal Edison 's 1,200 MW Sierra hydroelectric facility , he said .	[('ORG', 23, 24), ('LOC', 28, 28)]
Conroy noted two 500 KV and another 220 KV line running from the Sierra plant to Los Angeles remained in operation , and continued to carry some of the production from Sierra to the region .	[('PER', 0, 0), ('LOC', 13, 13), ('LOC', 16, 17), ('LOC', 31, 31)]
On Monday , the two 500 KV transmission cables were taken out of service , also for cleaning , for about a day .	[]
Containment of the fire has been difficult because of the hot , arid , windy weather in the region , Conroy said .	[('PER', 20, 20)]
""" The fires keep moving back because of the winds , "" he said , forcing the utility to shut those transmission lines for a second time this week ."	[]
Local authorities charged a teenager for starting the blaze .	[]
In four days , the fire destroyed 20,000 acres of forest land .	[]
-- R Leong , New York Power Desk +1 212 859 1622	[('ORG', 4, 7), ('PER', 1, 2)]
Dreyfus Strategic Munis monthly $ 0.056 / shr .	[('ORG', 0, 2)]
